title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers,total_reviews,positive_reviews,negative_reviews
Frozenheim,1134100,2022-06-16,19.99,67,Mostly Positive,72,Paranoid Interactive,Hyperstrange,1341,922,419
Red Ronin,1222570,2021-03-17,7.99,70,Very Positive,87,Wired Dreams Studio,Wired Dreams Studio,48,38,10
Espire 1: VR Operative,669290,2019-11-22,19.99,68,Mixed,51,Digital Lode,Tripwire Presents,288,145,143
Rise of Insanity,629220,2018-03-01,9.99,62,Mostly Positive,79,Red Limb Studio,Red Limb Studio,274,210,64
Lydia,629000,2017-06-02,3.99,78,Very Positive,88,Platonic Partnership,Nakana.io,212,195,17
Teslagrad 2,1698220,2023-04-19,19.99,71,Very Positive,85,Rain Games,Modus Games,81,70,11
COCOON,1497440,2023-09-29,24.99,88,Overwhelmingly Positive,96,Geometric Interactive,Annapurna Interactive,1122,1078,44
Sniper Art of Victory,271500,2008-10-16,2.99,36,Mostly Negative,32,CI Games,CI Games,409,119,290
Tom Clancy's Rainbow Six SIEGE,359550,2015-12-01,19.99,79,Very Positive,86,Ubisoft Montreal,Ubisoft,478082,415136,62946
Antihero,505640,2017-07-10,14.99,81,Very Positive,86,Tim Conkling,Versus Evil,383,315,68
PAYDAY 2,218620,2013-08-13,9.99,79,Very Positive,89,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,163812,143308,20504
The Vale: Shadow of the Crown,989790,2021-08-19,19.99,82,Very Positive,97,Falling Squirrel,Falling Squirrel Inc.,216,211,5
The Wolf Among Us,250320,2013-10-11,14.99,80,Overwhelmingly Positive,97,Telltale,Telltale,15192,14821,371
Space Empires V,1690,2006-10-16,14.99,68,Mostly Positive,71,Malfador Machinations,Strategy First,283,198,85
Summer in Mara,962580,2020-06-16,19.99,63,Mostly Positive,76,Chibig,Chibig,564,434,130
Mighty Goose,1299360,2021-06-05,19.99,71,Very Positive,85,Blastmode,PLAYISM,250,225,25
Interrogation: You Will Be Deceived,1016770,2019-12-05,12.99,67,Very Positive,81,Critique Gaming,Assemble Entertainment,201,162,39
SIMULACRA 2,1011190,2020-01-30,7.99,69,Very Positive,88,Kaigan Games,Neon Doctrine,529,451,78
Metal Gear Solid V: The Phantom Pain,287700,2015-09-01,19.99,91,Very Positive,91,KONAMI,KONAMI,33942,30947,2995
Moss,846470,2018-06-07,19.99,81,Very Positive,94,Polyarc,Polyarc,1540,1459,81
Faeria,397060,2016-02-29,19.99,81,Very Positive,84,Abrakam Entertainment SA,Versus Evil,682,581,101
Inscryption,1092790,2021-10-19,19.99,85,Overwhelmingly Positive,96,Daniel Mullins Games,Devolver Digital,57182,55499,1683
8BitBoy,296910,2012-11-22,6.99,64,Mostly Positive,73,AwesomeBlade,AwesomeBlade,367,254,113
Batman: The Enemy Within - The Telltale Series,675260,2017-08-08,14.99,79,Very Positive,91,Telltale,Telltale,3142,2959,183
Furi,423230,2016-07-05,19.99,76,Very Positive,91,The Game Bakers,The Game Bakers,5634,5209,425
Help Will Come Tomorrow,1119600,2020-04-21,19.99,67,Very Positive,81,Arclight Creations,Klabater,292,221,71
The Aquatic Adventure of the Last Human,401360,2016-01-19,9.99,76,Mostly Positive,75,YCJY Games,YCJY Games,249,181,68
Reus,222730,2013-05-16,9.99,75,Mostly Positive,78,Abbey Games,Abbey Games,2317,1815,502
Angry Birds VR: Isle of Pigs,1001140,2019-02-07,19.99,79,Very Positive,90,Resolution Games,Resolution Games,168,149,19
UnderMine,656350,2020-08-06,19.99,79,Very Positive,91,Thorium,Thorium,3867,3537,330
Until You Fall,858260,2019-10-10,24.99,87,Very Positive,94,Schell Games,Schell Games,2102,1989,113
RESTLESS SOUL,1748230,2022-09-01,14.99,54,Very Positive,94,Fuz Games,Graffiti Games,67,61,6
SUPERHOT,322500,2016-02-25,24.99,82,Very Positive,91,SUPERHOT Team,SUPERHOT Team,14432,13001,1431
A Space for the Unbound,1201270,2023-01-19,19.99,86,Overwhelmingly Positive,98,Mojiken,Toge Productions,2216,2199,17
Broken Pieces,1293730,2022-09-09,24.99,66,Mostly Positive,74,Elseware Experience,Freedom Games,120,83,37
Minute of Islands,1049710,2021-06-13,19.99,73,Mostly Positive,78,Studio Fizbin,Assemble Entertainment,232,181,51
Unusual Findings,1605320,2022-10-12,19.99,73,Very Positive,91,Epic Llama Games,ESDigital Games,83,73,10
Dead Cells,588650,2018-08-06,24.99,89,Overwhelmingly Positive,97,Motion Twin,Motion Twin,35504,34287,1217
BUTCHER,474210,2016-10-05,9.99,70,Very Positive,90,Phobia Game Studio,Transhuman Design,508,458,50
Narcosis,366870,2017-03-28,14.99,72,Mostly Positive,75,"Honor Code, Inc.","Honor Code, Inc.",552,411,141
Diaries of a Spaceport Janitor,436500,2016-09-16,9.99,69,Mostly Positive,79,Sundae Month,Sundae Month,484,385,99
Toodee and Topdee,1303950,2021-08-04,19.99,74,Overwhelmingly Positive,95,dietzribi,dietzribi,259,244,15
The Legend of Tianding,1406850,2021-11-01,19.99,81,Overwhelmingly Positive,95,Creative Games Computer Graphics Corporation, Neon Doctrine,246,232,14
Venba,1491670,2023-07-31,14.99,79,Very Positive,94,Visai Games,Visai Games,597,581,16
Trine 3: The Artifacts of Power,319910,2015-08-20,21.99,68,Mixed,64,Frozenbyte,Frozenbyte,2198,1350,848
Double Dragon Gaiden: Rise Of The Dragons,1967260,2023-07-27,24.99,78,Very Positive,83,Secret Base,Joystick,173,143,30
Planetbase,403190,2015-10-15,14.99,70,Mostly Positive,79,Madruga Works,Madruga Works,4993,3829,1164
TASOMACHI: Behind the Twilight,1015890,2021-04-14,19.99,56,Mostly Positive,75,Orbital Express,PLAYISM,123,94,29
Project Wingman,895870,2020-12-01,24.99,75,Very Positive,94,Sector D2,Humble Games,8177,7790,387
Renowned Explorers: International Society,296970,2015-09-02,19.99,72,Very Positive,91,Abbey Games,Abbey Games,1797,1647,150
The Cosmic Wheel Sisterhood,1340480,2023-08-16,17.99,85,Overwhelmingly Positive,95,Deconstructeam,Devolver Digital,922,891,31
Dawn of Man,858810,2019-03-01,24.99,74,Very Positive,86,Madruga Works,Madruga Works,8783,7536,1247
Atomicrops,757320,2020-05-28,14.99,78,Very Positive,93,Bird Bath Games,Raw Fury,1879,1759,120
"Warhammer 40,000: Boltgun",2005010,2023-05-23,21.99,75,Very Positive,92,Auroch Digital,Focus Entertainment,7104,6572,532
La-Mulana 2,835430,2018-07-30,24.99,79,Very Positive,83,NIGORO,PLAYISM,380,332,48
Viewfinder,1382070,2023-07-18,24.99,84,Very Positive,94,Sad Owl Studios,Thunderful Publishing,2442,2261,181
Jusant,1977170,2023-10-31,24.99,83,Overwhelmingly Positive,96,DON'T NOD,DON'T NOD,425,411,14
Vernal Edge,1546710,2023-03-14,16.99,76,Mostly Positive,76,Hello Penguin Team LLC,PID Games,201,161,40
Albino Lullaby: Episode 1,355860,2015-09-15,9.99,64,Mixed,67,Ape Law,Ape Law,224,155,69
GORN,578620,2018-08-24,19.99,85,Very Positive,94,Free Lives,Devolver Digital,6272,5931,341
Dream Pinball 3D,215790,2006-12-31,6.99,61,Mostly Negative,29,ASK Homework,Topware Interactive ACE,195,41,154
Lucifer Within Us,717560,2020-10-15,19.99,76,Mostly Positive,76,Kitfox Games,Kitfox Games,337,255,82
Check vs Mate,211070,2012-08-03,19.99,69,Mixed,65,Targem Games,Topware Interactive,98,63,35
Rusted Moss,1772830,2023-04-23,19.99,78,Very Positive,87,"faxdoc, happysquared, sunnydaze",PLAYISM,314,299,15
Contagion,238430,2013-10-25,9.99,62,Mostly Positive,75,"Monochrome, Inc","Monochrome, Inc",5337,3912,1425
Batman - The Telltale Series,498240,2016-08-02,14.99,64,Very Positive,84,Telltale,Telltale,6100,5129,971
Paradise Lost,982720,2021-03-24,14.99,58,Mixed,68,PolyAmorous,Walkabout,648,450,198
Shadwen,425210,2016-05-17,16.99,53,Mostly Positive,76,Frozenbyte,Frozenbyte,527,416,111
Amnesia: The Bunker,1944430,2023-06-06,24.99,78,Very Positive,93,Frictional Games,Frictional Games,3191,3011,180
My Beautiful Paper Smile,1036700,2021-10-14,14.99,63,Very Positive,86,Two Star Games,Surefire.Games,153,133,20
The I of the Dragon,279720,2004-11-02,6.99,55,Mostly Positive,73,Primal,TopWare Interactive,175,115,60
AWAY: The Survival Series,750200,2021-09-28,24.98,54,Mixed,55,Breaking Walls,Game Seer Ventures,148,85,63
XEL,1674640,2022-07-12,14.99,46,Mixed,43,Tiny Roar,Assemble Entertainment,29,11,18
Ash Of Gods: The Way,1293460,2023-04-27,24.99,80,Very Positive,88,AurumDust,Game Seer,148,133,15
An Airport for Aliens Currently Run by Dogs,1246250,2021-05-25,19.99,64,Very Positive,91,Strange Scaffold,Strange Scaffold,142,130,12
The Case of the Golden Idol,1677770,2022-10-13,17.99,84,Overwhelmingly Positive,98,Color Gray Games,Playstack,3648,3606,42
Bio Inc. Redemption,612470,2018-03-08,12.99,58,Very Positive,89,DryGin Studios,DryGin Studios,793,697,96
Rock n Roll Will Never Die!,1644080,2022-04-28,14.99,79,Positive,94,Valtteri Tavast,Instant Million,15,14,1
Turbo Overkill,1328350,2023-07-18,26.98,91,Overwhelmingly Positive,96,Trigger Happy Interactive,Apogee Entertainment,2989,2888,101
Nightmare of Decay,1848450,2022-05-03,4.99,74,Overwhelmingly Positive,96,Checkmaty,Checkmaty,2078,2000,78
X-Blades,7510,2009-02-09,9.99,54,Mixed,59,Gaijin Entertainment,Topware Interactive,523,274,249
Synth Riders,885000,2018-06-21,24.99,83,Very Positive,94,Kluge Interactive,Kluge Interactive,874,822,52
Kathy Rain: Directors Cut,1395030,2021-10-26,24.98,83,Very Positive,94,Clifftop Games,Raw Fury,306,285,21
Flatout 3: Chaos and Destruction,201510,2011-12-13,9.99,23,Overwhelmingly Negative,16,Team 6 Studios,Strategy First,1100,186,914
Fleet Command,2910,1970-01-01,9.99,80,Very Positive,86,Sonalysts,Strategy First,257,224,33
SKYHILL,382140,2015-10-06,19.98,63,Mostly Positive,76,Mandragora,Daedalic Entertainment,508,340,168
Judgment: Apocalypse Survival Simulation,455980,2018-05-03,19.99,72,Very Positive,80,Suncrash,Suncrash,1034,838,196
Among Us VR,1849900,2022-11-10,9.99,82,Mostly Positive,77,Schell Games,Innersloth,1624,1240,384
Long Gone Days,510540,2023-10-10,24.99,69,Very Positive,93,This I Dreamt,Serenity Forge,212,196,16
Turnip Boy Commits Tax Evasion,1205450,2021-04-22,14.99,72,Overwhelmingly Positive,95,Snoozy Kazoo,Graffiti Games,5111,4872,239
Construction Simulator 2015,289950,2014-11-18,14.99,63,Mostly Positive,79,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,1301,889,412
STRIDE,1292040,2020-09-04,19.99,71,Very Positive,82,Joy Way,Joy Way,1743,1432,311
Terra Nil,1593030,2023-03-28,24.99,79,Very Positive,85,Free Lives,Devolver Digital,2620,2227,393
South of the Circle,1811040,2022-08-03,12.99,75,Very Positive,83,State of Play,11 bit studios,182,141,41
Pineview Drive,288880,2014-07-31,20.96,58,Mixed,68,VIS-Games,United Independent Entertainment,118,68,50
SUPERHOT VR,617830,2016-12-05,24.99,83,Very Positive,83,SUPERHOT Team,SUPERHOT Team,5119,4176,943
Full Void,1859580,2023-07-18,14.99,68,Very Positive,93,OutOfTheBit Ltd,OutOfTheBit Ltd,77,71,6
ITORAH,1132910,2022-03-21,19.99,61,Mostly Positive,74,Grimbart Tales,Assemble Entertainment,115,80,35
We Were Here Forever,1341290,2022-05-10,17.99,76,Very Positive,91,Total Mayhem Games,Total Mayhem Games,3969,3737,232
Blue Fire,1220150,2021-02-04,19.99,70,Very Positive,84,Robi Studios,Graffiti Games,998,834,164
Six Ages: Ride Like the Wind,881420,2019-10-17,19.99,87,Very Positive,80,A Sharp,Kitfox Games,353,281,72
House of Caravan,353550,2015-04-16,1.99,39,Mixed,66,Rosebud Games,Senpai Studios,242,151,91
Airborne Kingdom,982290,2020-12-17,24.99,76,Very Positive,87,The Wandering Band LLC,Freedom Games,954,838,116
Please Fix The Road,1383250,2022-06-10,9.99,80,Very Positive,83,ARIELEK,ARIELEK,115,95,20
Coromon,1218210,2022-03-31,19.99,73,Very Positive,87,TRAGsoft,Freedom Games,2017,1778,239
Fight Crab,1213750,2020-07-29,19.99,60,Very Positive,93,Calappa Games,PLAYISM,540,513,27
I Expect You To Die 2: The Spy and the Liar,1499120,2021-08-24,24.99,83,Overwhelmingly Positive,96,Schell Games,Schell Games,827,805,22
Onde,1676910,2022-03-17,13.99,76,Very Positive,91,Lance,Assemble Entertainment,50,45,5
Hammerwatch II,1538970,2023-08-15,24.99,67,Mixed,64,Crackshell,Modus Games,772,528,244
Boyfriend Dungeon,674930,2021-08-11,19.99,70,Very Positive,91,Kitfox Games,Kitfox Games,1206,1097,109
SUPERHOT: MIND CONTROL DELETE,690040,2020-07-16,24.99,78,Very Positive,85,SUPERHOT Team,SUPERHOT Team,4747,4037,710
World War III: Black Gold,254080,2001-10-16,4.99,71,Mixed,58,Reality Pump,Topware Interactive,101,56,45
Coffee Talk Episode 2: Hibiscus and Butterfly,1663220,2023-04-20,14.99,79,Overwhelmingly Positive,98,Toge Productions,Toge Productions,596,584,12
The Innsmouth Case,1231950,2020-06-23,12.49,73,Mixed,67,RobotPumpkin Games,Assemble Entertainment,60,37,23
Immortal: Unchained,369440,2018-09-07,10.99,63,Mixed,66,Toadman Interactive,Game Odyssey Limited,355,238,117
Green Hell,815370,2019-09-05,24.99,78,Very Positive,87,Creepy Jar,Creepy Jar,17310,15117,2193
Lethal VR,532270,2016-11-08,4.99,66,Very Positive,81,Three Fields Entertainment,Team17 Digital Ltd,128,105,23
The Last Clockwinder,1755100,2022-06-02,24.99,80,Very Positive,97,Pontoco,Cyan Ventures,391,379,12
Car Mechanic Simulator 2021,1190000,2021-08-11,24.99,70,Overwhelmingly Positive,96,Red Dot Games,PlayWay S.A.,10264,9846,418
Revenge of the Titans,93200,2010-05-24,19.99,79,Very Positive,81,Puppygames,Puppygames,423,339,84
I Expect You To Die,587430,2016-11-30,24.99,77,Overwhelmingly Positive,95,Schell Games,Schell Games,1522,1447,75
Idol Manager,821880,2021-07-26,19.99,73,Very Positive,87,Glitch Pitch,PLAYISM,1160,1053,107
Towaga: Among Shadows,907600,2020-07-14,8.99,58,Very Positive,88,Sunnyside Games,Noodlecake,27,25,2
The Amazing American Circus,1433860,2021-09-16,14.99,53,Mixed,64,Klabater,Klabater,59,36,23
Tribe: Primitive Builder,1059900,2023-10-12,21.98,64,Very Positive,84,Space Boat Studios,Polyslash,177,148,29
"Sir, You Are Being Hunted",242880,2014-05-02,19.99,63,Mostly Positive,79,Big Robot Ltd,Big Robot Ltd,2226,1772,454
Joe Danger 2: The Movie,242110,2013-06-24,14.99,82,Very Positive,81,Hello Games,Hello Games,36,30,6
Warhammer Age of Sigmar: Tempestfall,1337100,2021-11-17,19.99,62,Mixed,65,Carbon Studio,Carbon Studio,112,73,39
Rainbow Billy: The Curse of the Leviathan,1106830,2021-10-05,19.99,81,Very Positive,94,ManaVoid Entertainment,Skybound Games,88,83,5
World War II: Panzer Claws,254100,2002-11-12,4.99,61,Mixed,69,BROKEN_ERROR,Topware Interactive,62,41,21
Pacific Storm,11250,2006-10-02,7.99,67,Mixed,67,Buka Entertainment,ESDigital Games,13,7,6
Hatred,341940,2015-06-01,5.99,43,Very Positive,81,Destructive Creations,Destructive Creations,7170,5739,1431
Achilles: Legends Untold,1314000,2023-11-02,28.98,67,Mostly Positive,77,Dark Point Games,Galaktus,288,229,59
I fell from Grace,672230,2017-12-20,7.99,62,Mostly Positive,72,Deep Taiga,Deep Taiga,40,29,11
Bright Memory: Infinite,1178830,2021-11-11,19.99,67,Very Positive,92,FYQD-Studio,PLAYISM,3914,3363,551
Jet Kave Adventure,1383700,2021-01-15,14.99,65,Positive,86,7Levels S.A,7Levels S.A.,25,21,4
Megs Monster,1783360,2023-03-02,14.99,85,Overwhelmingly Positive,98,Odencat,Odencat,157,154,3
The Wizards - Dark Times,1103860,2020-06-04,24.99,83,Mostly Positive,79,Carbon Studio,Vertigo Games,223,182,41
Pixel Ripped 1995,1178140,2020-04-23,19.99,78,Very Positive,96,ARVORE Immersive Experiences,ARVORE Immersive Experiences,103,99,4
This is the Zodiac Speaking,907710,2020-10-15,12.99,59,Mixed,49,Punch Punk Games,Klabater,31,13,18
Thomas Was Alone,220780,2012-06-30,9.99,77,Very Positive,93,Bithell Games,Bithell Games,3361,3141,220
The Sum of All Fears,19810,2002-05-28,9.99,72,Positive,80,Red Storm Entertainment,Ubisoft,39,31,8
Troublemaker,1498740,2023-03-31,19.99,57,Very Positive,90,Gamecom Team,Freedom Games,642,586,56
Volume,365770,2015-08-18,19.99,80,Mostly Positive,79,Bithell Games,Bithell Games,259,208,51
Symphony of War: The Nephilim Saga,1488200,2022-06-10,19.99,81,Overwhelmingly Positive,95,Dancing Dragon Games,Freedom Games,5690,5418,272
Demetrios: The BIG Cynical Adventure,451570,2016-05-31,13.97,72,Very Positive,81,COWCAT,COWCAT,101,78,23
Armada 2526,46790,2009-11-17,14.99,66,Mixed,55,Ntronium Games,Iceberg Interactive,30,17,13
The Moment of Silence,339840,2005-03-01,14.99,70,Mixed,65,House of Tales,HandyGames,31,17,14
Lamplight City,761460,2018-09-13,21.98,72,Very Positive,90,Grundislav Games,Application Systems Heidelberg,453,406,47
The Solitaire Conspiracy,1424980,2020-10-06,11.99,70,Very Positive,90,Bithell Games,Bithell Games,561,514,47
Soulbringer,283310,2000-07-10,2.99,70,Mostly Positive,75,Infogames Europe SA,Funbox Media Ltd,47,33,14
Job Simulator,448280,2016-04-05,19.99,68,Very Positive,91,Owlchemy Labs,Owlchemy Labs,2569,2348,221
The Longing,893850,2020-03-05,17.98,79,Very Positive,92,Studio Seufz,Application Systems Heidelberg,2790,2570,220
Curved Space,1320230,2021-06-29,19.99,63,Positive,100,Only By Midnight Ltd.,Maximum Games,16,16,0
Eurofighter Typhoon,283350,2001-07-30,2.99,69,Mostly Negative,31,Rage Software,Funbox Media Ltd,38,15,23
Whateverland,1175840,2022-09-15,14.99,70,Very Positive,88,Caligari Games,WhisperGames,22,21,1
Mobile Forces,837940,2002-08-16,3.99,68,Very Positive,91,Rage Software,Funbox Media Ltd,33,31,2
Incoming Forces,283390,2002-09-25,2.99,67,Mixed,69,Rage Software,Funbox Media Ltd,43,28,15
Broken Age,232790,2014-01-28,21.98,76,Very Positive,82,Double Fine Productions,Double Fine Productions,3269,2682,587
Effie,975950,2020-01-28,19.99,70,Very Positive,80,Inverge Studios,Inverge Studios,59,48,11
RymdResa,269690,2015-08-20,11.99,64,Mostly Positive,71,Morgondag,Morgondag,166,117,49
Unknown Fate,510390,2018-09-06,9.99,48,Mixed,56,Marslit Games,Fulqrum Publishing,10,5,5
DRAINUS,1975360,2022-05-22,14.99,81,Overwhelmingly Positive,96,Team Ladybug,PLAYISM,380,369,11
Lumini,360840,2015-09-03,12.99,69,Very Positive,89,Speelbaars,2Awesome Studio,45,40,5
Of Bird and Cage,523770,2021-05-20,9.99,43,Very Positive,81,Capricia Productions,Capricia Productions,101,83,18
Trifox,1211240,2022-10-14,19.99,80,Positive,86,Glowfish Interactive,Big Sugar,30,26,4
Down the Rabbit Hole,1215270,2020-03-26,19.99,68,Very Positive,93,Cortopia Studios,Cortopia Studios,173,159,14
Nelly Cootalot: The Fowl Fleet,317320,2016-03-22,26.95,81,Very Positive,93,Alasdair Beckett-King,Application Systems Heidelberg,157,148,9
Record of Lodoss War-Deedlit in Wonder Labyrinth-,1203630,2021-03-27,19.99,74,Very Positive,93,Team Ladybug,PLAYISM,2412,2275,137
Infinity Runner,279920,2014-07-14,6.99,56,Mixed,69,Wales Interactive,Wales Interactive,59,42,17
Unforeseen Incidents,501790,2018-05-24,25.97,80,Very Positive,87,Backwoods Entertainment,Application Systems Heidelberg,492,425,67
Marine Sharpshooter II: Jungle Warfare,283370,2004-06-24,2.99,52,Mixed,49,Jarhead Games,Funbox Media Ltd,39,18,21
Prospekt,399120,2016-02-18,5.99,43,Mixed,62,SCT,SCT,805,513,292
Roots of Pacha,1245560,2023-04-25,24.99,82,Very Positive,92,Soda Den,Soda Den,1381,1311,70
Post Void,1285670,2020-08-06,2.99,76,Overwhelmingly Positive,97,YCJY Games,YCJY Games,6121,5992,129
FORECLOSED,1308880,2021-08-12,16.99,53,Mixed,69,Antab Studio,Merge Games,24,16,8
Bonkies,889260,2021-01-29,14.99,76,Positive,95,Studio Gauntlet,Crunching Koalas,16,15,1
Albedo: Eyes from Outer Space,277520,2015-04-10,14.99,66,Mixed,47,Z4G0 and Ivan Venturi Productions,Merge Publishing,45,20,25
Beyond the Long Night,1730080,2023-04-17,17.99,76,Mostly Positive,72,Noisy Head Games,Yogscast Games,53,44,9
Chronicles of Mystery The Tree of Life,837090,2009-11-03,4.99,64,Mostly Positive,72,City Interactive S.A.,City Interactive S.A.,22,17,5
Loot River,1494260,2022-05-03,24.99,72,Mostly Positive,71,straka.studio,SUPERHOT PRESENTS,178,130,48
Monorail Stories,1267070,2022-09-30,14.99,80,Mostly Positive,75,Stelex Software,Freedom Games,16,14,2
Chronicles of Mystery: The Scorpio Ritual,34800,2008-11-14,4.99,62,Mostly Positive,73,City Interactive S.A.,City Interactive S.A.,45,33,12
Testament: The Order Of High-Human,2176430,2023-07-13,19.99,41,Mixed,41,Fairyship Games,Fairyship Games,31,11,20
Art of Murder - Cards of Destiny,836770,2010-02-23,4.99,57,Mostly Positive,72,City Interactive S.A.,City Interactive S.A.,37,23,14
Megamagic: Wizards of the Neon Age,422650,2016-04-20,9.99,67,Mixed,57,BeautiFun Games,BeautiFun Games,17,8,9
Subsurface Circular,676820,2017-08-17,5.99,83,Overwhelmingly Positive,95,Bithell Games,Bithell Games,1244,1182,62
Crime Cities,1112570,2000-01-15,3.99,71,Mixed,65,Techland,Techland Publishing,13,9,4
Dangerous Golf,405500,2016-06-02,24.98,54,Mostly Positive,72,Three Fields Entertainment,Three Fields Entertainment ,119,89,30
REZ PLZ,911680,2020-07-15,14.99,75,Mostly Positive,71,Long Neck Games,Graffiti Games,16,12,4
The Banished Vault,2341070,2023-07-25,24.99,70,Very Positive,82,Lunar Division,Bithell Games,103,84,19
Arcade Paradise,1388870,2022-08-11,22.98,72,Very Positive,89,Nosebleed Interactive,Wired Productions,655,590,65
Hexodius,236490,2013-06-21,9.99,47,Mixed,60,Brain Slap Studio,BANDAI NAMCO Entertainment,20,12,8
Outshine,1288410,2022-11-03,12.99,76,Positive,95,Fishing Cactus,PID Games,32,31,1
Quarantine Circular,853500,2018-05-22,5.99,73,Very Positive,88,Bithell Games,Bithell Games,373,329,44
Wraith: The Oblivion - Afterlife,1386870,2021-04-22,19.99,76,Mixed,57,Fast Travel Games,Fast Travel Games,34,21,13
Mable and The Wood,568070,2019-08-23,14.99,62,Mixed,56,Triplevision Games,Graffiti Games,24,12,12
The Last Worker,1579280,2023-03-30,19.99,53,Mostly Positive,70,Oiffy,Wired Productions,19,13,6
The Tale of Bistun,916140,2022-07-13,17.99,74,Very Positive,89,Black Cube Games,IMGN.PRO,86,76,10
Journey For Elysium,1036260,2019-10-31,9.99,63,Very Positive,80,Mantis,Cronos Interactive,41,32,9
Fueled Up,1488430,2022-10-13,19.99,66,Mostly Positive,72,Fireline Games,Gamera Games,18,16,2
Demon Skin,1522140,2021-04-13,9.99,48,Mostly Positive,74,Ludus future,ESDigital Games,25,16,9
Tentacular,1220100,2022-03-24,24.99,81,Very Positive,94,Firepunchd Games UG,Devolver Digital,37,36,1
Best Month Ever!,1684400,2022-05-05,19.99,65,Mostly Positive,78,Warsaw Film School Video Game & Film Production Studio,Klabater,53,41,12
